Column1;Page Url;date-post;Text;Date Stay;title-text;nama-responden;rev;Aspek
366;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or70-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"This hotel is by far the Best in Bali!!!! If your looking for ease, relaxation but close to the action, this is the place!!! The rooms are spacious and beautiful, the staff are amazing!!! Lovely big pool, lovely space on the beach to relax on comfy beds. The dining at the rood top bar is amazing!! The best views of sunset! Cocktails are so tasty! All reasonable price for the comfort and top quality service you receive! Special thank you to Yunita who was happy to help us take pictures and reccomend tasty cocktails! Also a Huge Huge thank you to Elainia (not sure spelt correct) at reception for all your help with check in &amp; trying to get our bank card back! Highly reccomend this hotel!"; ; ; ;Positive;
367;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or235-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;This hotel is fab, great location, right on the beach, clean and the staff here really make the stay a perfect one, they are fast and officiant, very friendly and great with kids, we upgraded to a beach view which was lovely you have to pay extra on arrival for this, food was amazing specially the breakfast, did find drinks a bit expensive but all part of staying in this hotel, pool is beautiful with views of the beach, make sure and go up to the rooftop bar the views are breathtaking and visit the plantation restaurant the prawns are beaut.; ; ; ;Positive;
368;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2390-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;lauren t wrote a review Dec 2014;This hotel is lovely. We had two plunge pool rooms. The rooms were really gorgeous. The pool water never got warm so we only got in if it was super hot. They have no views and the upstairs rooms look into them so not really private. The staff were awesome and very helpful. There was no 'room information' so you have to use your butler which we never did (not really our style). Free Wi Fi was awesome and great for booking tours. The fridge was warm and had no way of making cold. Loved the coffee machine. Breakfast was great and lovely staff. Restaurant good and rooftop bar fun. Hotel a long way from central Seminyak shops and bars so taxi ride each time. Spa was amazing - must do even if not staying there.;Date of stay: December 2014;Excellent Service!! Beautiful Room;lauren t;Positive;
369;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2305-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Kris M wrote a review Feb 2015;This hotel is truly amazing. Having stayed at many 5 star hotels the Double Six provides everything you could hope for. Great location, beautiful well appointed rooms, outstanding food and staff that are always smiling and happy to help. The Rooftop Bar is spectacular and a must see, as is the Plantation Grill. We can't wait for our next visit to Bali so we can return to the Double Six Resort!;Date of stay: February 2015;Beautiful;Kris M;Positive;
370;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or185-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Loren P wrote a review Jul 2019;"This hotel was outstanding! 1. Check in &amp; check out We were offered an early check in when we turned up. When leaving, the flight was late &amp; they put us up in a cozy owner’s lounge. 2. Service Just outstanding service. From the butler to the waiters, everyone was keen to make our stay nice. If you asked for one coffee, they came with many! 3. Location Spectacular location right on Seminyak beach. Views from the room were stunning. 4. The suite The ocean suite was splendid, spacious with coffee machine, 3 TVs, etc. The mood lighting was exceptionally nice. The balcony was great! 5. Facilities All excellent! À la carte breakfast was a pleasant experience. They even offered complimentary packing services. I can’t recommend this hotel (esp the Ocean suite enough!)";Date of stay: July 2019;Divine;Loren P;Positive;
371;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or180-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"This is a beautiful hotel with fabulous views of the ocean, just across the road from a great beach with fun bars &amp; restaurants. We had a deluxe suite with a view of the pool &amp; ocean which included a full breakfast. The Plantation Grill restaurant was excellent &amp; the Sunset Rooftop bar is a lot of fun. Everyone is very helpful &amp; service oriented. We would definitely recommend staying here."; ; ; ;Positive;
372;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or285-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Karen Rudolph wrote a review Apr 2019;This is a fantastic hotel.From the moment we arrived till the moment we left, the service was the best we have ever experienced in a hotel and we are well travelled.We had a plunge pool room which was amazing.The butler service was superb.We will recommend this hotel to our friends and family. we also will be back :)Thank you to everyone at Double six.;Date of stay: April 2019;Our Double Six Holiday;Karen Rudolph;Positive;
373;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or305-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"This is a great hotel and a great staff to match we could not fault anything or anybody during our stay at double six we had stayed there 12 months ago on a Manchester reunion When we arrived the manager Siverajoo welcomed us back with a genuine friendliness as got out of the taxi I have never experienced that at hotel I have stayed at The management and staff became more like friends with smiles and can do attitude. Breakfast at the Lagoon Restaurant was a la carte again a fantastic breakfast menu and staff overlooking the Ocean. Dinner at experience specialPlantation Grill in the hotel on several occasions was a delight with a great menu and maître d in Derek and again staff always willing to make the . Roof top bar with Billy and Katana was a great welcome Cannot give this; …"; ; ; ;Positive;
374;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2425-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;This is a great place to stay in Bali because of employees and the location. It starts at your arrival where they offer you a cocktail and a refreshing towel as welcoming. The staff was always courteous and friendly, always ready to help on what ever you need. The rooms are big and very nicely decorated, and the breakfast serves are very generous and full of variety. The in-house massages are performed by real professionals and on a beautiful décor. The location is perfect, you just have to cross the road and you are on the beach and you are also very close to main shopping streets. They still haven't finished the full complex but it's already great and I am looking forward to go back when it will be done to see the improvements.; ; ; ;Positive;
375;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or175-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;This is a lovely boutique hotel where you don't get lost as you would in a hug resort with a larger number of rooms. Unfortunately, we were involved in an accident in the hotel on our first night. However, we were so amazed at the attention, support and service the hotel Management and staff gave us through this incident and for the remainder of the week. Nothing was too hard for them. The accommodation was excellent, the location amazing and the service outstanding. We cannot fault our stay and time at this lovely establishment and the culture it has created for its customers. We will be back!!; ; ; ;Positive;
376;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2560-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;EmmaSanford wrote a review Aug 2014;This is a new hotel with a very modern minimalist feel. The reception on arrival was amazing and we were shown directly to our room for check in. We had been upgrade to a pool side suite which was incredible. All the facilities in the room and bathroom were first class . The hotel staff could not have been more helpful. Breakfast (included ) is a al carte with a wonderful selection. The restaurant is on the first floor and overlooks the pool beach and ocean. The hotels location is excellent being beach front and close to shops restaurants etc.;Date of stay: June 2014;Magical Double Six ☺️;EmmaSanford;Positive;
377;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or70-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Deepal S wrote a review Dec 2019;this is a pure blue blood luxury resort ,with fine service excellent food and cuisine delivered at the highest standard luxury room great dining and pool very knowledge team and a great GM who is always on call with his guest beter then the branded properties i have visited;Date of stay: December 2019;Great hotel right on the beach!;Deepal S;Positive;
378;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2525-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"This is a trendy beach front hotel. Our 8th trip to Bali and we had just come from the Grand Nikko Club at Noosa Dua so our expectations had been set pretty high. The staff fall over themselves to be friendly and helpful. The suites are a fantastic size and you can sit out on your balcony and watch the world go by, the ocean roll in and listen to a kaleidoscope of music competing for 1st place from late afternoon to around midnight. They have a trendy rooftop bar which offered some tasty snacks and gives you great views over seminyak. You have to be very careful, the main design flaw in the hotel is that it is not disability friendly and there are steps that are hard to see on the pool side entrance and main entrance. People have to constantly be told to mind the step.; …"; ; ; ;Positive;
