text;aspek;label
 Really friendly and helpful staff Great breakfast Superb location in the centre of Vienna Large bedroom with lounge area fridge safe Surprisingly quiet area only kebersihan5kenyamanan mtrs from Stephanplatz ;kenyamanan;0
 Great breakfast spread staff very helpful and friendly ;kenyamanan;0
 Kind staff very good location ;kenyamanan;0
 Very central location room on quiet street good breakfast friendly staff;kenyamanan;0
 Central location possible to walk to all main tourist spots Helpful staff quiet room ;kenyamanan;0
 Super comfy beds and excellent breakfast Location of hotel is excellent and easy reach from subway stations ;kenyamanan;0
 LOCATION EXCELLENT NEAR CITY CENTER AND BREAKFAST EXCELLENT STAFF VERY HELPFUL WELL DONE;kenyamanan;0
 The hotel is situated wonderfully St Stephan s Cathedral is just around the corner but there is no crowds Metro station and railway station is just 5 kebersihankenyamanan minutes walk away The personnel is really friendly and helpful Breakfast is nice though I would like to have more vegetable or salad leaves ;kenyamanan;0
 On a very quiet street but just behind St Stephens in the centre of the old town so ideal location Comfortable bed Generous breakfast Wifi worked fine Only kebersihankerapihan mins walk to the Wien Mitte stop for the fast train to the airport ;kenyamanan;0
 a great hotel wonderful location in the heart of Vienna very friendly staff nice breakfast clean and tidy ;kenyamanan;0
 Accommadation was basic but location and breakfast was excellent Some staff were very helpful ;kenyamanan;0
 perfect location just nearby the church Stephansdom almost all famous places of interesting can be reached on foot it s easy to take metro as well kind and helpful staffs good breakfast as an european kenyamanan stars hotel in center of city there s no more can be claimed ;kenyamanan;0
 Excellent location for sightseeing with a friendly and helpful staff ;kenyamanan;0
 Breakfast was good room was spacious and comfortable and staff were pleasant and helpful ;kenyamanan;0
 Very clean room and also light and bright Good location of the hotel ;kenyamanan;0
 Felt safe and welcoming We felt cared for No need to take toiletries apart from personal items Anything forgotten would have been provided Very good buffet breakfast served from 7 kebersihankenyamanan am Perfect location In the heart of the city centre but quiet ;kenyamanan;0
 Good breakfast in elegant room Around corner from St Stephensplatz great location ;kenyamanan;0
 Nice accommodations and extremely helpful friendly staff ;kenyamanan;0
 The breakfast was very nice Local flavours ;kenyamanan;0
 The hotel is excellent I requested blankets instead of a douvet and I got the blankets I also payed my bill on checkout and not on check in as is becoming an annoying norm Good selection for breakfast ;kenyamanan;0
 Great location Nice and cosy room Tasty breakfasts Very nice personnel ;kenyamanan;0
 Wonderful breakfast Staff not very helpful Beds were good shower was great ;kenyamanan;0
 The location was really good and the staff really friendly;kenyamanan;0
 Extremely friendly and most helpful staff You feel more than welcome ;kenyamanan;0
 The FEMALE receptionist was lovely Coming from a train from Salzburg she I forgot her name greeted us with a cheerful attitude The closet in our room had a lot of useful compartments This hotel is near Stephanplatz When you turn left on the street the hotel is located you will be shocked to immediately see Stephan s Church you can climb the narrow tower but it will be quite a journey more than keamanankenyamanankenyamanan steps kenyamanan euros for an adult The Spanish Riding School is less than kebersihankenyamanan minutes by foot from there you can walk straight to the Museum Quarter less than kebersihankenyamanan minutes also You will see designer stores in this area Bring a water bottle with you because there are several TRINKWASSER booths were you can refill them You can take the bus or the tram something I personally did not do because I find bus routes to be very confusing I HIGHLY suggest the HOP ON HOP OFF bus Take a kerapihankenyamanan hour ticket for all the lines kerapihan5 euros per adult and it will BE WORTH IT The easiest one to find is in the Museum Quarter The yellow line takes you to Schonbrunn Palace Belvedere where DUR KUSS or THE KISS is located This is difficult to go to by yourself so take the HOP ON HOP OFF Book a tour with ROYAL TOURS kebersihankebersihan9 euros per adult TOTALLY WORTH IT It s a small bus it can fit about 8 people with one man as the driver and guide IT IS GREAT I suggest Prague over Budapest We did not take the Salzburg a beautiful place so take the tour if you were not ale to stay the night because we just came from there ;kenyamanan;0
