,Page_url,nama-responden,date-stay,title,text,date-post,rev
586,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1060-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Adam and Anna H,Date of stay: July 2013,Loved it,"staying for 3 nites at the end of our trip in bali. the staff were really caring and it was amazing to see how the staff rotates their role from the buggy driver to front office. great dynamic young team. the hotel itself is very modern with big room. good location as it is close to the jimbaran corner and sefood cafe, menega cafe is just across the street. will recommend a high floor lagoon view, our room is lagoon view in 2nd floor and in the corner, very limited view as it was blocked partially by building. breakfast is ok, with quite lots of choices, the coffee and tea took a while to arrive evry morning, howver the staff did their best to serve. the black coffee was dissapointing, it was a shame as it was illy. it was burnt and badly taste even with sugar. all in all it; …",Adam and Anna H wrote a review Aug 2013,Positive
587,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or235-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Staying in this resort with my family is a kind of memorable experience. The lagoon access room and near with kids club is a perfect room to a family where we can enjoy the pool from our balcony, and easy to bring the kids to the kids club. All the staffs are very friendly, especially at the pool, lobby and at the entrance", ,Positive
588,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or165-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,m_rouwhorst,Date of stay: June 2018,Modern and Relaxing,"Such a hotel to stay! All was brilliantly provided from the fast check-in to amazingly unique pool and from the best room to sleep to delicious breakfast to have. This hotel is simply a joy to relish! One more thing, this hotel is just 5 minutes to Jimbaran Beach in which heaven of seafood would be served when evening falls. Really a huge pleasure to stay in this hotel!",m_rouwhorst wrote a review Jun 2018,Positive
589,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or575-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Agungnandito,Date of stay: January 2016,CHIC and WOW secret and private birthday dinner,"Such an unforgettable experience stayed at Le Meridien Hotel Jimbaran Bali a few months ago. I always remember Enggal, person in charge who assisted me upon check in. He was very friendly, kind and helpful. Fast check in process, he gaves me all the hotel information clearly and one thing that I remembered from Enggal is his friendly and warmth smile. The room was very good and worth with the price. Wi-Fi connection was very strong. The menu for Breakfast were tasted good. Wala also served the e-Claire in Bali. The salt water pool also gave me another good experience. Overall I love Le Meridien Bali.",Agungnandito wrote a review Apr 2016,Positive
590,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or25-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Sam,Date of stay: November 2019,"A nice, modern hotel with great staff","Thank you for all management and staff Le Meridien Hotel, verry happy to stay here. All the staff verry helpfull, the capel is very nice set up. Again... ""thank you verry much for all staff and management""",Sam wrote a review Nov 2019,Positive
591,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or680-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Thank you Le Meridien Jimbaran team for a fantastic stay. The hotel is tastefully decorated and has a very nice ambiance. We arrived quite late and got our welcome drinks and were upgraded to a suite, we could not have been happier. Delicious food, well appointed rooms, and fantastic location for those who wish to go to the beach and have the freshest seafood. Thank you! Keep up the great job.", ,Positive
592,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or545-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,The best room I have Ever stayed in ... AMAZING.👍 If you don't like the bathroom then your just difficult .👍 Wonderful staff from the guys at the pool .👍 The pool bar could do with some maintenance though and maybe a few more daily Cocktail specials on the blackboard . But the bucket of beer is great . To the team at breakfast to the friendly staff up at the roof top bar .👍 Just be patient and get on Bali time and relax ....👌 Fabulous Buffett Brekkie too.. Loved every visit to the spa and one of the best facials on my last day that I have ever had ... Thank you girls ...👍 Front desk reception team are there to please 👍. Many Thanks . A wonderful week was had ., ,Positive
593,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or185-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,mikewowens,Date of stay: February 2018,"Not what I expected, but the staff were great.","The best stay we have had in Bali. We arrived at 12 and check in wasn’t till 3 but the room was ready and we even got an upgrade to a lagoon access room. The room was beautiful, comfy bed and nice clean bathroom. 100% recommend the lagoon access room, it was so nice to be able to get in the pool straight from our room and feel secluded. Lovely stay and will definitely be back again",mikewowens wrote a review Feb 2018,Positive
594,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or975-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"The building itself is stunning and modern: semi-outdoor walkways connect large glass-and-concrete towers, which are squeezed around a snaky turquoise pool and lush tropical plants. Many high-end rooms have private roofdecks complete with private rooftop swimming pools(!), while other ground-floor rooms have swim-up patios. Very new. Given the location and the design, it can feel a bit walled-in and insular (which may be what you're looking for). Definitely not a Nusa Dua-style beach resort (though again that's not necessarily a bad thing). Also, do be aware of the smoke (see below). A few things to be aware of: - The resort is not on the beach, though the public beach (Jimbaran) is only a short walk away. I was told that the hotel has an agreement with a local beach club; …", ,Positive
595,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1055-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"The check in was smooth and swift. The room is clean and comfortable. My remark about the privacy in the restroom (glass) was immediately taken care of. All the staff, without exception, were nice and available to help and most importantly with a natural smile. The hotel is still under soft opening, so not all facilities are ready and there is some drilling noise (slight noise - not really disturbing) and you can see workers around. The spa is not ready yet. Being an SPG member, I was upgraded to a direct lagoon access room which I appreciate. I have seen twice a big crab in the lagoon at night. so whenever the kids or I swim, I always keep watching. I have passed this information to the hotel for remedy. The breakfast was so delicious and diversified. Good value for money when; …", ,Positive
596,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or965-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,vic3b,Date of stay: March 2014,Great size room. Lovely lagoon pool. Bad service,"The credit must go to the staff hospitality. Very very nice. And helpfull. This is the best staff hospitality over the hotel ive ever stay. Not much i can share here, just only fabolous hotel. The only lack is the hotel location.without direct beach access, if they got it would be very remarkable",vic3b wrote a review Mar 2014,Positive
597,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1015-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,StephLee13,Date of stay: November 2013,Super Chic Hotel!,"The first thing I noticed when I got into my room was that it was huuuge. At 86sqm, it is bigger than some of the 2 bedroom apartments that I have seen. Service was also impeccable. In addition, Jimbaran area is definitely quieter than Kuta and have really nice beach, which is a big plus point.",StephLee13 wrote a review Nov 2013,Positive
598,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or795-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"The five-storied complex is in its own compound. The units face a series of irregularly shaped and terraced pools and nicely landscaped tropical plants. There is a string of al fresco seafood restaurants between the resort and the beach. More about that later. Our unit was one of four roof-top ""villas"" (replicas of traditional Balinese houses), each in its own enclosure with a pool, Jacuzzi-for-two and ocean views. The bedroom/sitting area measured about 25' square with a soaring, peaked, thatched ceiling and the bathroom was spacious and of the latest design. Nice overhead shower fixtures and excellent toiletries. Staff was friendly, anxious to please and spoke good English. The only caveats we have about this little piece of paradise are the hotel restaurant and the Evening; …", ,Positive
